date,y
7/1/79,-2.67742
8/1/79,-0.35571
9/1/79,-10.72935
10/1/79,-16.49114
11/1/79,-14.70555
12/1/79,-6.78729
1/1/80,5.84193
2/1/80,14.12423
3/1/80,12.35468
4/1/80,2.45339
5/1/80,4.7434
6/1/80,17.67528
7/1/80,-0.54737
8/1/80,-0.01719
9/1/80,-15.93728
10/1/80,-15.92792
11/1/80,-12.78028
12/1/80,-3.94367
1/1/81,-5.17685
2/1/81,26.2975
3/1/81,13.24341
4/1/81,2.79317
5/1/81,5.23949
6/1/81,18.12871
7/1/81,0.09187
8/1/81,-4.2082
9/1/81,-13.802
10/1/81,-15.90082
11/1/81,-7.66329
12/1/81,-6.23324
1/1/82,-6.79053
2/1/82,24.0931
3/1/82,14.89751
4/1/82,-2.55124
5/1/82,8.22693
6/1/82,14.56562
7/1/82,-5.41318
8/1/82,-2.91322
9/1/82,-12.23752
10/1/82,-16.37681
11/1/82,-8.3919
12/1/82,-6.90778
1/1/83,3.34295
2/1/83,17.05722
3/1/83,16.51833
4/1/83,-3.604
5/1/83,12.95225
6/1/83,16.82402
7/1/83,-2.42731
8/1/83,-2.09474
9/1/83,-8.93111
10/1/83,-17.54508
11/1/83,-11.01275
12/1/83,-6.77508
1/1/84,2.1603
2/1/84,27.78517
3/1/84,13.04051
4/1/84,5.22048
5/1/84,6.39563
6/1/84,18.93047
7/1/84,-2.88149
8/1/84,-6.80905
9/1/84,-8.33644
10/1/84,-17.42718
11/1/84,-8.92701
12/1/84,-7.97865
1/1/85,2.97027
2/1/85,13.69983
3/1/85,16.88124
4/1/85,3.58465
5/1/85,9.01117
6/1/85,14.23984
7/1/85,-4.65584
8/1/85,-5.67734
9/1/85,-11.39099
10/1/85,-17.14
11/1/85,-13.41206
12/1/85,-5.38966
1/1/86,4.32047
2/1/86,20.70537
3/1/86,12.47729
4/1/86,4.27278
5/1/86,8.6254
6/1/86,12.3805
7/1/86,-4.71322
8/1/86,-1.85192
9/1/86,-18.65298
10/1/86,-10.79976
11/1/86,-10.92878
12/1/86,-8.25587
1/1/87,4.7069
2/1/87,27.83749
3/1/87,9.58446
4/1/87,3.10148
5/1/87,9.35122
6/1/87,13.00925
7/1/87,-3.48692
8/1/87,-2.92547
9/1/87,-13.70452
10/1/87,-16.22406
11/1/87,-5.3355
12/1/87,-5.81727
1/1/88,0.25365
2/1/88,22.68128
3/1/88,17.4255
4/1/88,3.72331
5/1/88,8.94141
6/1/88,16.06537
7/1/88,-3.63621
8/1/88,-3.23065
9/1/88,-16.59974
10/1/88,-14.72734
11/1/88,-12.31328
12/1/88,-5.33729
1/1/89,5.43778
2/1/89,19.09181
3/1/89,10.61695
4/1/89,4.97514
5/1/89,4.0563
6/1/89,11.39157
7/1/89,-3.85759
8/1/89,-5.01635
9/1/89,-13.8607
10/1/89,-11.82602
11/1/89,-6.86304
12/1/89,-5.20326
1/1/90,-4.04835
2/1/90,25.75097
3/1/90,13.023
4/1/90,3.97829
5/1/90,3.75914
6/1/90,11.65634
7/1/90,1.66074
8/1/90,-10.13153
9/1/90,-11.36192
10/1/90,-14.03207
11/1/90,-10.61004
12/1/90,-2.48729
1/1/91,-0.54712
2/1/91,22.97478
3/1/91,12.63645
4/1/91,4.16641
5/1/91,3.97732
6/1/91,23.10132
7/1/91,-10.67451
8/1/91,-3.55535
9/1/91,-10.82721
10/1/91,-14.23524
11/1/91,-11.45513
12/1/91,-3.13456
1/1/92,1.37381
2/1/92,22.37295
3/1/92,19.07211
4/1/92,2.85173
5/1/92,5.60518
6/1/92,10.85293
7/1/92,-7.09149
8/1/92,-2.12624
9/1/92,-11.72527
10/1/92,-13.80601
11/1/92,-9.30128
12/1/92,-6.39983
1/1/93,2.57814
2/1/93,29.43703
3/1/93,8.24717
4/1/93,5.34809
5/1/93,6.96487
6/1/93,9.64606
7/1/93,-3.44165
8/1/93,-4.50236
9/1/93,-15.71881
10/1/93,-14.59684
11/1/93,-12.09627
12/1/93,-6.02475
1/1/94,9.91087
2/1/94,20.33363
3/1/94,12.14951
4/1/94,5.21939
5/1/94,2.4994
6/1/94,9.96866
7/1/94,-2.12282
8/1/94,-7.9006
9/1/94,-15.48738
10/1/94,-9.38889
11/1/94,-7.14827
12/1/94,-7.78541
1/1/95,11.49157
2/1/95,16.80704
3/1/95,13.28195
4/1/95,8.04619
5/1/95,-0.89534
6/1/95,17.31886
7/1/95,-0.82784
8/1/95,-4.78637
9/1/95,-16.25916
10/1/95,-7.92163
11/1/95,-14.90283
12/1/95,-11.38291
1/1/96,13.57676
2/1/96,18.99024
3/1/96,12.36438
4/1/96,4.50227
5/1/96,3.30926
6/1/96,17.28127
7/1/96,-8.00556
8/1/96,-9.7404
9/1/96,-10.90197
10/1/96,-16.91415
11/1/96,-13.93293
12/1/96,-3.07101
1/1/97,9.67879
2/1/97,22.74542
3/1/97,8.60147
4/1/97,-0.39387
5/1/97,3.0166
6/1/97,11.80117
7/1/97,-7.61534
8/1/97,-6.01031
9/1/97,-15.30031
10/1/97,-9.44076
11/1/97,-10.40728
12/1/97,-11.59428
1/1/98,15.59751
2/1/98,22.43561
3/1/98,9.41485
4/1/98,3.86688
5/1/98,4.60293
6/1/98,6.20265
7/1/98,-6.69144
8/1/98,-6.7358
9/1/98,-11.67813
10/1/98,-15.81238
11/1/98,-14.84335
12/1/98,-4.35036
1/1/99,9.79473
2/1/99,16.46723
3/1/99,5.74016
4/1/99,5.87415
5/1/99,3.19857
6/1/99,10.81154
7/1/99,-5.21589
8/1/99,-2.02987
9/1/99,-13.46363
10/1/99,-11.00764
11/1/99,-8.45794
12/1/99,-5.69847
1/1/00,17.39327
2/1/00,19.23049
3/1/00,12.38545
4/1/00,9.1732
5/1/00,-0.67685
6/1/00,10.70889
7/1/00,-3.12147
8/1/00,-9.35458
9/1/00,-11.11466
10/1/00,-2.94545
11/1/00,-18.55795
12/1/00,-4.45153
1/1/01,14.52054
2/1/01,14.39332
3/1/01,5.77608
4/1/01,9.53496
5/1/01,-1.79219
6/1/01,12.44478
7/1/01,-4.68068
8/1/01,-4.73842
9/1/01,-4.5675
10/1/01,-10.49963
11/1/01,-8.70454
12/1/01,-0.46282
1/1/02,15.64306
2/1/02,18.78877
3/1/02,8.02571
4/1/02,9.03072
5/1/02,-2.36743
6/1/02,14.31694
7/1/02,-8.26291
8/1/02,-5.76875
9/1/02,-7.72978
10/1/02,-9.19858
11/1/02,-16.23166
12/1/02,-7.80155
1/1/03,18.58845
2/1/03,13.68558
3/1/03,1.59433
4/1/03,4.65984
5/1/03,-2.6858
6/1/03,10.52457
7/1/03,-10.28455
8/1/03,-3.40574
9/1/03,-10.20716
10/1/03,-8.59855
11/1/03,-7.90729
12/1/03,-12.33454
1/1/04,11.31864
2/1/04,21.03867
3/1/04,11.443
4/1/04,5.83375
5/1/04,1.21964
6/1/04,12.34973
7/1/04,-6.96353
8/1/04,-2.37596
9/1/04,-5.92463
10/1/04,-3.39102
11/1/04,-13.6197
12/1/04,-7.66185
1/1/05,17.06799
2/1/05,13.76341
3/1/05,7.47763
4/1/05,7.88603
5/1/05,-1.09169
6/1/05,15.43013
7/1/05,-3.01904
8/1/05,-5.76377
9/1/05,-14.24965
10/1/05,-6.19781
11/1/05,-15.2543
12/1/05,-12.4925
1/1/06,22.32359
2/1/06,10.29377
3/1/06,8.36123
4/1/06,7.26122
5/1/06,-4.64697
6/1/06,14.18506
7/1/06,-3.60866
8/1/06,-6.67695
9/1/06,-10.87506
10/1/06,-12.6348
11/1/06,-13.1604
12/1/06,-7.89934
1/1/07,23.41971
2/1/07,10.16567
3/1/07,10.05788
4/1/07,11.03772
5/1/07,-1.57084
6/1/07,7.63958
7/1/07,-7.14619
8/1/07,-10.75882
9/1/07,-4.86035
10/1/07,-11.02079
11/1/07,-17.65305
12/1/07,-4.35224
1/1/08,8.54394
2/1/08,15.57734
3/1/08,12.00409
4/1/08,1.44258
5/1/08,1.30919
6/1/08,17.90505
7/1/08,-14.39476
8/1/08,-3.60748
9/1/08,-11.28215
10/1/08,-12.14687
11/1/08,-5.97747
12/1/08,-18.20714
1/1/09,12.40623
2/1/09,22.32008
3/1/09,12.51152
4/1/09,2.65524
5/1/09,3.69436
6/1/09,8.95923
7/1/09,-10.55675
8/1/09,-1.45143
9/1/09,-9.87363
10/1/09,-10.60653
11/1/09,-17.71879
12/1/09,-11.45002
1/1/10,17.34925
2/1/10,21.04516
3/1/10,15.02267
4/1/10,4.36818
5/1/10,1.44176
6/1/10,6.98256
7/1/10,-10.48595
8/1/10,-2.56137
9/1/10,-7.55689
10/1/10,-15.78154
11/1/10,-17.04895
12/1/10,-10.2456
1/1/11,27.24606
2/1/11,14.63477
3/1/11,7.61224
4/1/11,2.07781
5/1/11,-0.41806
6/1/11,3.99251
7/1/11,-3.73606
8/1/11,-1.0819
9/1/11,-11.51827
10/1/11,-10.47032
11/1/11,-16.01649
12/1/11,-6.60094
1/1/12,19.52088
2/1/12,16.59242
3/1/12,12.98564
4/1/12,2.06612
5/1/12,-0.21588
6/1/12,8.52826
7/1/12,-9.66964
8/1/12,-4.179
9/1/12,-10.48197
10/1/12,-7.77633
11/1/12,-15.81545
12/1/12,-8.12067
1/1/13,13.57899
2/1/13,25.48751
3/1/13,10.04306
4/1/13,0.02376
5/1/13,2.78691
6/1/13,16.03874
7/1/13,-12.67068
8/1/13,-5.6014
9/1/13,-7.39388
10/1/13,-7.3034
11/1/13,-11.98914
12/1/13,-15.30121
1/1/14,27.44777
2/1/14,17.76202
3/1/14,11.8463
4/1/14,4.89961
5/1/14,-2.29387
6/1/14,12.32597
7/1/14,-10.54126
8/1/14,-5.04134
9/1/14,-9.74735
10/1/14,-9.35519
11/1/14,-5.19618
12/1/14,-12.98202
1/1/15,13.48411
2/1/15,17.47323
3/1/15,8.96154
4/1/15,-1.09574
5/1/15,-2.0822
6/1/15,9.59061
7/1/15,-6.5724
8/1/15,3.69133
9/1/15,-10.41217
10/1/15,-6.22437
11/1/15,-8.42782
12/1/15,-10.21147
1/1/16,20.72564
2/1/16,9.95953
3/1/16,13.953
4/1/16,6.85849
5/1/16,-2.28126
6/1/16,9.15718
7/1/16,-6.44279
8/1/16,-3.26356
9/1/16,-11.42701
10/1/16,-6.69473
11/1/16,-15.02143
12/1/16,-6.78018
1/1/17,11.2305
2/1/17,20.26344
3/1/17,6.85422
4/1/17,2.14394
5/1/17,-5.3414
6/1/17,5.51362
7/1/17,-5.26977
8/1/17,-1.91548
9/1/17,-13.50624
10/1/17,-5.42564
11/1/17,-13.55559
12/1/17,-1.52184
1/1/18,15.1314
2/1/18,21.43936
3/1/18,5.1437
4/1/18,7.91038
5/1/18,-4.88507
6/1/18,15.5791
7/1/18,-6.7275
8/1/18,-3.69183
9/1/18,-8.43995
10/1/18,-6.37749
11/1/18,-15.77778
12/1/18,-9.84538
1/1/19,14.91624
2/1/19,18.77406
3/1/19,12.19181
4/1/19,-2.66978
5/1/19,1.3275
6/1/19,4.51884
7/1/19,-11.55828
8/1/19,0.70653
9/1/19,-6.62507
10/1/19,-8.6336
11/1/19,-13.94577
12/1/19,-4.90989
1/1/20,10.94348
2/1/20,18.53371
3/1/20,9.45432
4/1/20,-5.63774
5/1/20,11.1026
6/1/20,9.10012
7/1/20,-3.30606
8/1/20,4.2958
9/1/20,-5.29677
10/1/20,-9.8259
11/1/20,-6.23922
12/1/20,-9.08933
1/1/21,17.37955
2/1/21,12.87595
3/1/21,7.59962
4/1/21,2.516
5/1/21,-3.39528
6/1/21,2.59189
7/1/21,-3.28089
8/1/21,-0.85137
9/1/21,-11.93453
10/1/21,-0.2548
11/1/21,-10.95254
12/1/21,-4.38642
1/1/22,3.52464
2/1/22,16.96414
3/1/22,8.01029
4/1/22,2.59483
5/1/22,-3.12298
6/1/22,6.48543
7/1/22,-6.54642
8/1/22,0.45404
9/1/22,-7.28982
10/1/22,-5.90949
11/1/22,-9.27041
12/1/22,-7.44909
