price,size,bathrooms,bedrooms,floors,view,yearBuilt,distAirport,distCityCenter,cluster
221268.35,250.0,1.0,1.0,4.0,5.0,1989.0,38.8,22.91,0.0
191439.48,239.0,1.0,1.0,2.0,1.0,1957.0,39.58,30.98,0.0
145562.35,263.0,1.0,1.0,2.0,4.0,1976.0,32.11,27.21,0.0
241185.7,201.0,1.0,1.0,4.0,1.0,1951.0,32.68,30.12,0.0
179515.39,252.0,1.0,1.0,2.0,1.0,1987.0,41.23,28.74,0.0
305171.3,201.0,1.0,1.0,1.0,1.0,1960.0,40.43,29.92,0.0
138834.24,201.0,1.0,1.0,1.0,1.0,1984.0,35.85,27.33,0.0
210671.49,208.0,1.0,1.0,1.0,3.0,1963.0,33.19,25.52,0.0
241893.72,201.0,1.0,1.0,1.0,4.0,1982.0,31.12,33.02,0.0
221142.91,201.0,1.0,1.0,1.0,1.0,1964.0,30.64,28.56,0.0
355749.46,316.0,1.0,1.0,2.0,1.0,1963.0,37.57,33.15,0.0
206970.14,209.0,1.0,1.0,1.0,5.0,1970.0,34.66,33.24,0.0
249190.5,201.0,1.0,1.0,2.0,2.0,1973.0,33.42,23.38,0.0
236699.99,225.0,1.0,1.0,1.0,4.0,1953.0,22.52,33.07,0.0
252542.64,237.0,1.0,1.0,1.0,4.0,1989.0,44.05,29.93,0.0
250844.48,201.0,1.0,1.0,2.0,2.0,1980.0,34.91,26.64,0.0
279671.48,201.0,1.0,1.0,1.0,5.0,1989.0,35.63,33.39,0.0
200349.52,215.0,1.0,1.0,1.0,1.0,1975.0,37.65,33.71,0.0
171147.78,215.0,1.0,1.0,1.0,1.0,1985.0,35.19,33.68,0.0
255654.87,201.0,1.0,1.0,1.0,3.0,1979.0,39.0,28.56,0.0
314630.65,201.0,1.0,1.0,3.0,2.0,1987.0,30.09,26.12,0.0
221226.46,201.0,1.0,1.0,2.0,5.0,1968.0,43.52,24.25,0.0
305255.39,201.0,1.0,1.0,1.0,1.0,1989.0,30.91,25.42,0.0
275497.69,280.0,1.0,1.0,1.0,1.0,1953.0,35.73,32.64,0.0
256444.48,211.0,1.0,1.0,1.0,1.0,1968.0,36.98,27.23,0.0
179173.83,203.0,1.0,1.0,1.0,5.0,1969.0,46.96,44.49,0.0
176563.02,201.0,1.0,1.0,2.0,4.0,1972.0,31.67,32.53,0.0
277320.77,298.0,1.0,1.0,1.0,1.0,1974.0,36.97,30.69,0.0
180840.73,201.0,1.0,1.0,1.0,1.0,1989.0,41.54,25.98,0.0
190098.53,329.0,1.0,1.0,2.0,4.0,1977.0,36.78,29.99,0.0
279258.57,213.0,1.0,1.0,2.0,4.0,1970.0,35.67,28.4,0.0
257112.04,203.0,1.0,1.0,1.0,6.0,1977.0,37.31,30.76,0.0
174766.46,217.0,1.0,1.0,1.0,1.0,1961.0,26.69,34.88,0.0
229178.58,201.0,1.0,1.0,1.0,4.0,1953.0,42.62,28.57,0.0
292782.4,302.0,1.0,1.0,1.0,6.0,1975.0,29.46,25.97,0.0
220466.55,215.0,1.0,1.0,1.0,3.0,1971.0,40.01,30.87,0.0
341974.53,214.0,1.0,1.0,1.0,5.0,1956.0,33.75,29.1,0.0
290435.88,213.0,1.0,1.0,2.0,5.0,1979.0,35.58,25.89,0.0
241822.3,238.0,1.0,1.0,1.0,1.0,1980.0,39.23,34.92,0.0
250802.64,217.0,1.0,1.0,1.0,5.0,1968.0,38.39,37.52,0.0
256212.19,228.0,1.0,1.0,1.0,1.0,1956.0,32.32,30.86,0.0
276525.56,220.0,1.0,1.0,1.0,3.0,1955.0,31.68,33.04,0.0
198184.92,201.0,1.0,1.0,1.0,1.0,1974.0,30.02,27.97,0.0
127061.71,242.0,1.0,1.0,1.0,4.0,1971.0,47.21,22.19,0.0
379872.89,201.0,1.0,1.0,1.0,1.0,1952.0,39.01,21.77,0.0
228566.98,204.0,1.0,1.0,1.0,4.0,1962.0,45.12,36.03,0.0
318929.21,225.0,1.0,1.0,1.0,3.0,1987.0,35.3,34.2,0.0
326461.34,201.0,1.0,1.0,1.0,1.0,1988.0,34.88,26.28,0.0
255873.69,201.0,1.0,1.0,1.0,1.0,1954.0,38.35,36.14,0.0
172448.81,201.0,1.0,1.0,2.0,1.0,1981.0,22.16,30.89,0.0
272293.67,263.0,1.0,1.0,1.0,1.0,1979.0,34.65,27.51,0.0
276072.07,201.0,1.0,1.0,2.0,1.0,1959.0,41.35,32.68,0.0
291802.68,201.0,1.0,1.0,1.0,1.0,1964.0,36.79,26.56,0.0
195158.52,286.0,1.0,1.0,3.0,1.0,1951.0,30.03,28.07,0.0
232855.34,261.0,1.0,1.0,2.0,3.0,1985.0,32.19,31.4,0.0
341811.86,201.0,1.0,1.0,1.0,1.0,1961.0,34.03,12.37,0.0
258148.24,201.0,1.0,1.0,2.0,3.0,1955.0,38.51,27.56,0.0
235204.74,201.0,1.0,1.0,1.0,5.0,1970.0,34.24,31.52,0.0
169775.91,241.0,1.0,1.0,2.0,1.0,1975.0,38.26,33.02,0.0
269993.05,223.0,1.0,1.0,1.0,3.0,1963.0,36.95,28.1,0.0
255756.32,201.0,1.0,1.0,1.0,2.0,1974.0,33.89,31.02,0.0
335743.97,201.0,1.0,1.0,1.0,1.0,1954.0,33.33,29.27,0.0
305121.8,201.0,1.0,1.0,2.0,3.0,1959.0,25.61,21.07,0.0
210294.38,246.0,1.0,1.0,1.0,5.0,1982.0,40.94,33.78,0.0
233399.17,201.0,1.0,1.0,1.0,6.0,1983.0,40.84,23.18,0.0
150063.06,234.0,1.0,1.0,2.0,3.0,1965.0,37.9,43.2,0.0
236619.42,201.0,1.0,1.0,2.0,1.0,1972.0,37.52,33.94,0.0
196765.5,201.0,1.0,1.0,2.0,1.0,1984.0,34.4,23.34,0.0
241858.02,201.0,1.0,1.0,1.0,2.0,1975.0,31.73,31.68,0.0
292498.26,201.0,1.0,1.0,1.0,1.0,1985.0,39.5,26.18,0.0
221055.78,201.0,1.0,1.0,1.0,1.0,1976.0,29.26,19.42,0.0
252502.86,211.0,1.0,1.0,1.0,1.0,1976.0,35.23,39.9,0.0
320574.09,201.0,1.0,1.0,1.0,1.0,1968.0,43.59,33.09,0.0
262871.47,219.0,1.0,1.0,1.0,3.0,1972.0,33.6,30.76,0.0
224412.27,257.0,1.0,1.0,1.0,3.0,1953.0,38.71,22.72,0.0
298572.91,248.0,1.0,1.0,2.0,3.0,1958.0,43.06,31.2,0.0
399072.23,214.0,1.0,1.0,1.0,1.0,1981.0,34.95,27.48,0.0
344369.01,297.0,1.0,1.0,1.0,1.0,1972.0,36.7,27.45,0.0
314423.25,201.0,1.0,1.0,1.0,1.0,1969.0,36.86,32.39,0.0
258391.49,207.0,1.0,1.0,1.0,5.0,1964.0,28.6,27.5,0.0
217919.54,201.0,1.0,1.0,3.0,1.0,1952.0,31.88,31.87,0.0
293777.01,245.0,1.0,1.0,3.0,3.0,1957.0,45.97,36.97,0.0
287324.59,260.0,1.0,1.0,3.0,5.0,1983.0,26.72,30.27,0.0
256601.02,201.0,1.0,1.0,1.0,1.0,1970.0,34.75,35.26,0.0
322129.37,245.0,1.0,1.0,1.0,1.0,1985.0,35.99,30.92,0.0
309986.95,201.0,1.0,1.0,1.0,3.0,1984.0,38.43,28.5,0.0
195805.81,219.0,1.0,1.0,1.0,4.0,1960.0,35.38,32.8,0.0
172198.12,201.0,1.0,1.0,1.0,3.0,1980.0,33.93,26.05,0.0
380047.91,261.0,1.0,1.0,1.0,3.0,1961.0,35.79,26.14,0.0
226693.45,201.0,1.0,1.0,1.0,1.0,1982.0,36.38,31.19,0.0
223581.29,220.0,1.0,1.0,2.0,2.0,1951.0,40.64,34.24,0.0
165264.84,201.0,1.0,1.0,1.0,1.0,1956.0,31.68,22.57,0.0
251657.52,201.0,1.0,1.0,1.0,5.0,1973.0,33.49,32.89,0.0
200027.17,302.0,1.0,1.0,2.0,1.0,1967.0,42.72,25.38,0.0
213262.3,201.0,1.0,1.0,1.0,4.0,1964.0,42.76,34.72,0.0
250276.83,201.0,1.0,1.0,1.0,5.0,1983.0,29.46,33.01,0.0
316169.55,201.0,1.0,1.0,2.0,1.0,1964.0,35.99,25.7,0.0
228323.41,201.0,1.0,1.0,1.0,1.0,1981.0,39.16,35.42,0.0
264344.84,250.0,1.0,1.0,1.0,3.0,1978.0,35.55,36.44,0.0
211398.49,255.0,1.0,1.0,1.0,1.0,1985.0,38.92,24.36,0.0
272793.45,201.0,1.0,1.0,2.0,2.0,1952.0,38.15,20.65,0.0
221367.85,201.0,1.0,1.0,1.0,4.0,1986.0,24.82,38.2,0.0
246842.8,201.0,1.0,1.0,1.0,1.0,1965.0,33.43,27.66,0.0
179192.34,201.0,1.0,1.0,1.0,1.0,1970.0,27.91,25.42,0.0
305377.23,201.0,1.0,1.0,1.0,1.0,1958.0,29.57,35.07,0.0
268723.03,242.0,1.0,1.0,1.0,1.0,1966.0,37.87,30.08,0.0
233037.45,201.0,1.0,1.0,2.0,1.0,1963.0,34.35,28.79,0.0
123905.31,201.0,1.0,1.0,1.0,1.0,1955.0,32.97,34.95,0.0
217469.91,201.0,1.0,1.0,1.0,2.0,1965.0,40.32,30.84,0.0
219784.0,261.0,1.0,1.0,2.0,5.0,1989.0,34.95,27.72,0.0
340433.26,201.0,1.0,1.0,1.0,1.0,1958.0,37.97,30.69,0.0
205107.56,210.0,1.0,1.0,1.0,1.0,1983.0,37.55,23.07,0.0
266943.55,293.0,1.0,1.0,1.0,1.0,1956.0,35.21,27.64,0.0
246954.39,201.0,1.0,1.0,1.0,5.0,1982.0,36.63,22.49,0.0
236055.38,201.0,1.0,1.0,1.0,4.0,1964.0,31.29,27.61,0.0
309590.8,201.0,1.0,1.0,1.0,3.0,1982.0,35.82,33.59,0.0
337872.25,201.0,1.0,1.0,1.0,3.0,1986.0,36.06,31.89,0.0
284940.56,201.0,1.0,1.0,1.0,1.0,1978.0,41.88,25.16,0.0
257979.17,230.0,1.0,1.0,1.0,4.0,1975.0,30.15,29.59,0.0
308681.55,201.0,1.0,1.0,1.0,1.0,1972.0,29.97,34.0,0.0
257360.01,201.0,1.0,1.0,1.0,4.0,1955.0,34.6,27.4,0.0
206432.13,277.0,1.0,1.0,1.0,1.0,1975.0,35.94,24.55,0.0
271684.28,219.0,1.0,1.0,1.0,6.0,1966.0,39.96,21.49,0.0
250798.03,201.0,1.0,1.0,1.0,6.0,1957.0,32.12,32.74,0.0
280648.78,207.0,1.0,1.0,1.0,6.0,1970.0,34.56,24.66,0.0
167322.22,214.0,1.0,1.0,1.0,4.0,1962.0,33.84,29.56,0.0
207967.46,212.0,1.0,1.0,4.0,3.0,1967.0,27.51,34.29,0.0
276748.8,201.0,1.0,1.0,1.0,4.0,1987.0,21.38,31.06,0.0
143727.57,201.0,1.0,1.0,4.0,2.0,1958.0,33.19,29.27,0.0
195836.08,201.0,1.0,1.0,2.0,3.0,1976.0,32.11,27.35,0.0
320734.62,310.0,1.0,1.0,1.0,4.0,1963.0,48.03,28.33,0.0
245922.23,201.0,1.0,1.0,1.0,5.0,1980.0,34.66,21.84,0.0
343539.76,251.0,1.0,1.0,1.0,1.0,1983.0,28.31,39.53,0.0
261551.2,220.0,1.0,1.0,1.0,1.0,1954.0,36.69,31.36,0.0
169398.55,201.0,1.0,1.0,1.0,1.0,1960.0,25.63,22.94,0.0
226464.33,201.0,1.0,1.0,2.0,3.0,1967.0,26.31,25.39,0.0
166958.42,201.0,1.0,1.0,2.0,4.0,1975.0,33.65,27.11,0.0
301676.54,236.0,1.0,1.0,2.0,1.0,1956.0,27.92,26.57,0.0
227531.22,225.0,1.0,1.0,1.0,1.0,1974.0,35.3,28.24,0.0
325872.24,201.0,1.0,1.0,1.0,5.0,1976.0,35.35,29.9,0.0
275484.19,201.0,1.0,1.0,1.0,1.0,1978.0,39.44,30.98,0.0
212487.82,294.0,1.0,1.0,4.0,2.0,1952.0,29.78,39.06,0.0
234322.94,201.0,1.0,1.0,1.0,1.0,1979.0,36.85,28.54,0.0
263465.36,201.0,1.0,1.0,1.0,1.0,1963.0,36.1,37.97,0.0
249228.88,248.0,1.0,1.0,1.0,6.0,1966.0,35.55,33.66,0.0
219042.0,244.0,1.0,1.0,1.0,1.0,1982.0,32.26,32.75,0.0
239162.85,201.0,1.0,1.0,1.0,1.0,1966.0,31.18,22.71,0.0
204599.42,259.0,1.0,1.0,1.0,3.0,1980.0,31.62,22.98,0.0
242734.62,216.0,1.0,1.0,1.0,6.0,1960.0,41.27,41.17,0.0
217445.67,223.0,1.0,1.0,1.0,1.0,1970.0,45.57,34.37,0.0
256936.35,201.0,1.0,1.0,1.0,1.0,1951.0,32.85,18.93,0.0
264943.17,206.0,1.0,1.0,2.0,2.0,1990.0,34.35,25.12,0.0
190267.22,201.0,1.0,1.0,1.0,1.0,1963.0,32.48,33.15,0.0
207435.81,221.0,1.0,1.0,1.0,1.0,1988.0,29.05,18.16,0.0
260691.44,201.0,1.0,1.0,1.0,1.0,1968.0,38.78,30.4,0.0
258590.34,201.0,1.0,1.0,1.0,4.0,1960.0,30.07,27.64,0.0
198095.01,289.0,1.0,1.0,1.0,2.0,1955.0,28.01,32.23,0.0
299795.77,201.0,1.0,1.0,1.0,3.0,1962.0,29.8,30.77,0.0
250991.35,201.0,1.0,1.0,2.0,1.0,1973.0,37.63,40.03,0.0
259638.75,201.0,1.0,1.0,1.0,4.0,1958.0,33.26,30.35,0.0
310911.9,202.0,1.0,1.0,2.0,5.0,1959.0,41.26,33.39,0.0
227817.89,201.0,1.0,1.0,1.0,1.0,1964.0,29.79,34.43,0.0
272479.48,208.0,1.0,1.0,1.0,1.0,1977.0,29.56,27.85,0.0
260748.99,201.0,1.0,1.0,2.0,1.0,1968.0,25.06,33.34,0.0
234306.71,201.0,1.0,1.0,1.0,4.0,1984.0,36.03,29.73,0.0
221426.63,276.0,1.0,1.0,1.0,4.0,1976.0,39.46,30.08,0.0
230828.21,261.0,1.0,1.0,2.0,1.0,1956.0,42.68,27.68,0.0
235269.52,201.0,1.0,1.0,1.0,2.0,1951.0,37.27,38.69,0.0
222379.25,235.0,1.0,1.0,1.0,4.0,1972.0,36.82,34.64,0.0
239720.53,201.0,1.0,1.0,1.0,5.0,1977.0,39.94,36.55,0.0
196105.08,201.0,1.0,1.0,2.0,4.0,1967.0,43.56,27.36,0.0
263615.74,201.0,1.0,1.0,1.0,1.0,1962.0,36.38,23.8,0.0
183146.15,231.0,1.0,1.0,1.0,5.0,1952.0,26.18,29.95,0.0
295069.3,276.0,1.0,1.0,2.0,4.0,1951.0,46.3,30.99,0.0
165096.85,235.0,1.0,1.0,1.0,3.0,1975.0,30.45,34.99,0.0
197135.68,362.0,1.0,1.0,3.0,1.0,1954.0,40.33,30.15,0.0
220979.31,204.0,1.0,1.0,1.0,1.0,1975.0,41.0,27.44,0.0
225791.63,221.0,1.0,1.0,1.0,2.0,1970.0,32.89,22.63,0.0
188759.28,243.0,1.0,1.0,1.0,2.0,1965.0,44.33,28.89,0.0
399068.16,201.0,1.0,1.0,1.0,1.0,1960.0,26.43,35.83,0.0
274913.66,217.0,1.0,1.0,1.0,3.0,1960.0,26.88,33.27,0.0
247892.43,201.0,1.0,1.0,1.0,4.0,1976.0,43.35,23.34,0.0
296591.12,201.0,1.0,1.0,1.0,3.0,1956.0,34.31,21.22,0.0
200927.86,217.0,1.0,1.0,2.0,2.0,1973.0,39.24,31.36,0.0
245676.02,201.0,1.0,1.0,1.0,2.0,1988.0,34.76,35.95,0.0
299152.07,201.0,1.0,1.0,1.0,4.0,1960.0,39.55,34.61,0.0
228037.27,203.0,1.0,1.0,1.0,4.0,1987.0,36.4,27.22,0.0
265131.45,243.0,1.0,1.0,2.0,1.0,1954.0,33.74,23.88,0.0
166456.93,222.0,1.0,1.0,1.0,3.0,1988.0,38.32,29.11,0.0
192092.76,201.0,1.0,1.0,1.0,6.0,1969.0,37.92,30.66,0.0
256741.52,201.0,1.0,1.0,1.0,1.0,1956.0,35.77,28.33,0.0
332556.46,247.0,1.0,1.0,1.0,3.0,1974.0,29.6,29.04,0.0
298698.47,222.0,1.0,1.0,2.0,3.0,1959.0,27.4,24.59,0.0
209371.87,201.0,1.0,1.0,1.0,1.0,1981.0,32.52,26.39,0.0
337552.69,231.0,1.0,1.0,1.0,2.0,1973.0,37.14,33.3,0.0
139863.85,201.0,1.0,1.0,1.0,2.0,1976.0,29.5,35.62,0.0
227573.81,233.0,1.0,1.0,2.0,1.0,1986.0,37.53,34.41,0.0
226762.52,201.0,1.0,1.0,1.0,1.0,1968.0,37.36,35.78,0.0
260918.24,234.0,1.0,1.0,2.0,3.0,1985.0,35.76,19.6,0.0
253870.5,201.0,1.0,1.0,1.0,1.0,1970.0,37.48,30.85,0.0
239454.32,223.0,1.0,1.0,1.0,1.0,1952.0,37.98,20.85,0.0
223702.03,201.0,1.0,1.0,1.0,4.0,1983.0,39.29,31.95,0.0
224390.98,205.0,1.0,1.0,1.0,5.0,1953.0,37.31,33.43,0.0
188196.31,366.0,1.0,1.0,1.0,1.0,1988.0,41.63,30.13,0.0
273086.14,289.0,1.0,1.0,2.0,1.0,1974.0,31.86,27.39,0.0
289766.41,201.0,1.0,1.0,1.0,5.0,1963.0,25.62,25.06,0.0
276395.49,201.0,1.0,1.0,1.0,1.0,1968.0,36.69,27.01,0.0
296988.12,210.0,1.0,1.0,1.0,4.0,1983.0,36.68,31.29,0.0
259353.46,223.0,1.0,1.0,1.0,1.0,1988.0,33.52,31.07,0.0
250800.21,225.0,1.0,1.0,1.0,3.0,1959.0,33.25,26.9,0.0
222569.59,331.0,1.0,1.0,2.0,4.0,1987.0,33.78,29.25,0.0
330613.34,201.0,1.0,1.0,2.0,1.0,1967.0,36.49,29.88,0.0
290632.59,205.0,1.0,1.0,1.0,1.0,1987.0,35.86,32.07,0.0
232979.81,273.0,1.0,1.0,2.0,6.0,1976.0,27.68,26.37,0.0
303583.91,218.0,1.0,1.0,1.0,1.0,1978.0,34.23,27.49,0.0
196984.15,234.0,1.0,1.0,1.0,5.0,1984.0,33.98,25.63,0.0
227205.42,201.0,1.0,1.0,1.0,6.0,1981.0,40.94,20.01,0.0
315445.04,201.0,1.0,1.0,1.0,1.0,1955.0,34.03,33.75,0.0
216658.28,201.0,1.0,1.0,2.0,2.0,1966.0,31.12,32.32,0.0
215178.3,201.0,1.0,1.0,2.0,5.0,1971.0,31.41,25.03,0.0
279718.92,201.0,1.0,1.0,1.0,1.0,1971.0,35.21,32.11,0.0
286536.74,201.0,1.0,1.0,1.0,1.0,1966.0,32.0,28.51,0.0
203985.28,201.0,1.0,1.0,1.0,5.0,1963.0,34.59,36.6,0.0
241075.26,203.0,1.0,1.0,1.0,1.0,1964.0,34.73,21.84,0.0
198029.71,225.0,1.0,1.0,2.0,1.0,1951.0,35.14,29.01,0.0
254662.09,270.0,1.0,1.0,1.0,5.0,1983.0,38.39,29.51,0.0
305388.97,250.0,1.0,1.0,2.0,4.0,1984.0,42.16,37.2,0.0
266985.27,201.0,1.0,1.0,1.0,2.0,1984.0,39.87,33.92,0.0
254118.8,201.0,1.0,1.0,2.0,2.0,1981.0,40.38,29.96,0.0
301559.61,201.0,1.0,1.0,1.0,1.0,1973.0,41.51,25.04,0.0
209128.95,206.0,1.0,1.0,1.0,5.0,1969.0,32.61,31.13,0.0
248113.61,201.0,1.0,1.0,1.0,6.0,1970.0,42.22,30.95,0.0
293383.97,223.0,1.0,1.0,1.0,2.0,1967.0,40.77,16.5,0.0
195145.29,230.0,1.0,1.0,1.0,1.0,1956.0,37.65,25.21,0.0
234133.71,201.0,1.0,1.0,1.0,1.0,1959.0,31.73,24.94,0.0
203523.77,201.0,1.0,1.0,1.0,1.0,1966.0,42.2,20.38,0.0
313120.76,216.0,1.0,1.0,1.0,3.0,1961.0,45.36,23.63,0.0
240282.76,201.0,1.0,1.0,2.0,1.0,1989.0,26.74,28.96,0.0
242651.79,201.0,1.0,1.0,1.0,1.0,1964.0,30.71,37.05,0.0
165187.67,232.0,1.0,1.0,1.0,3.0,1973.0,32.5,35.07,0.0
367717.84,222.0,1.0,1.0,2.0,4.0,1963.0,34.05,19.76,0.0
292437.0,201.0,1.0,1.0,1.0,5.0,1963.0,33.93,31.89,0.0
239723.3,201.0,1.0,1.0,2.0,1.0,1986.0,37.3,21.1,0.0
243828.78,201.0,1.0,1.0,1.0,1.0,1960.0,33.46,22.17,0.0
262752.28,269.0,1.0,1.0,2.0,1.0,1984.0,32.83,31.72,0.0
191670.02,201.0,1.0,1.0,1.0,2.0,1970.0,35.56,23.12,0.0
304881.75,214.0,1.0,1.0,1.0,1.0,1953.0,29.34,20.55,0.0
192989.8,212.0,1.0,1.0,1.0,2.0,1967.0,32.77,32.87,0.0
253079.36,201.0,1.0,1.0,3.0,1.0,1975.0,41.75,21.68,0.0
273668.25,201.0,1.0,1.0,1.0,6.0,1967.0,28.09,37.71,0.0
276287.4,211.0,1.0,1.0,1.0,1.0,1974.0,34.06,29.74,0.0
208281.46,242.0,1.0,1.0,1.0,3.0,1954.0,26.3,25.96,0.0
243986.62,262.0,1.0,1.0,1.0,1.0,1957.0,37.59,30.61,0.0
267902.78,247.0,1.0,1.0,2.0,1.0,1981.0,31.24,28.57,0.0
310577.75,227.0,1.0,1.0,1.0,1.0,1986.0,33.93,22.66,0.0
273411.96,201.0,1.0,1.0,1.0,3.0,1988.0,36.56,27.79,0.0
327936.38,257.0,1.0,1.0,2.0,1.0,1968.0,39.95,26.86,0.0
231579.13,201.0,1.0,1.0,2.0,1.0,1962.0,29.0,34.85,0.0
314507.53,201.0,1.0,1.0,1.0,3.0,1975.0,38.65,31.36,0.0
219508.35,201.0,1.0,1.0,1.0,4.0,1978.0,32.65,17.91,0.0
254628.8,256.0,1.0,1.0,1.0,4.0,1953.0,31.64,25.06,0.0
249034.99,266.0,1.0,1.0,1.0,1.0,1989.0,38.02,37.45,0.0
244961.36,233.0,1.0,1.0,2.0,4.0,1958.0,28.35,26.07,0.0
179982.32,201.0,1.0,1.0,1.0,1.0,1978.0,36.43,27.89,0.0
299036.91,201.0,1.0,1.0,1.0,1.0,1986.0,29.05,41.4,0.0
350838.41,234.0,1.0,1.0,1.0,1.0,1983.0,36.96,31.23,0.0
185764.77,211.0,1.0,1.0,1.0,5.0,1979.0,37.0,35.66,0.0
180643.34,216.0,1.0,1.0,1.0,4.0,1952.0,38.4,36.77,0.0
329595.97,297.0,1.0,1.0,1.0,4.0,1977.0,40.08,33.92,0.0
161171.02,236.0,1.0,1.0,2.0,4.0,1982.0,41.47,31.5,0.0
267648.46,201.0,1.0,1.0,2.0,1.0,1964.0,30.38,31.78,0.0
227110.06,249.0,1.0,1.0,2.0,2.0,1977.0,38.64,23.37,0.0
140613.9,201.0,1.0,1.0,1.0,1.0,1956.0,27.87,23.68,0.0
249761.56,285.0,1.0,1.0,1.0,5.0,1960.0,32.36,32.31,0.0
262433.64,260.0,1.0,1.0,1.0,1.0,1961.0,38.69,32.71,0.0
232046.89,252.0,1.0,1.0,1.0,3.0,1984.0,32.91,29.95,0.0
331332.9,201.0,1.0,1.0,1.0,6.0,1959.0,36.85,25.41,0.0
247708.3,201.0,1.0,1.0,3.0,1.0,1966.0,34.79,34.53,0.0
